id,lon,lat,dir,speed,lasttime,rid,rnum,rtype,low_floor,wifi
866854056351029,152855215,82266062,321,0,17.03.2025 10:27:25,68,13,А,1,0
866795036976205,152760263.5,82339310,415,30,17.03.2025 10:28:27,304,62,А,1,0
866795038359764,153010820.5,82067794.8,127,25,17.03.2025 10:28:25,344,2,А,0,0
863051063282734,152960089,82121370.8,226,19,17.03.2025 10:27:53,213,67,А,1,0
3207,153016027,82181582,396,14,17.03.2025 10:28:32,9,4,Тр,0,0
6903,153030767.5,82173654,126,24,17.03.2025 10:28:25,4,2,Тр,0,0
863051063099997,152980601.5,82185166,293,5,17.03.2025 10:28:25,82,28р,А,1,0
866854051104456,152957248,82127838,178,8,17.03.2025 10:28:41,37,18,А,1,0
868184060877712,152893885,82274807.6,133,36,17.03.2025 10:28:24,223,31,А,1,0
863051060846374,152913442,82128121.2,72,4,17.03.2025 10:28:18,212,67,А,1,0
866854056290581,153054250,82257217.2,60,10,17.03.2025 10:28:07,62,8,А,1,0
863051062861397,152998735,82181521.2,209,24,17.03.2025 10:28:18,63,8,А,1,0
866795039944226,152981015.5,82185167.6,353,0,17.03.2025 10:28:16,27,14,А,1,0
866795035207008,153048151,82104398,37,69,17.03.2025 10:28:05,344,2,А,0,0
868184060812123,152912960.5,82251286,139,20,17.03.2025 10:28:31,81,28р,А,1,0
863051063122443,152977163.5,82184409.2,239,0,17.03.2025 10:28:08,82,28р,А,1,0
781,152943689.5,82154018.8,158,24,17.03.2025 10:28:11,1,1,Тр,0,0
863051062944904,152946058,82130465.2,297,43,17.03.2025 10:28:08,237,54,А,1,0
861694037403860,153060143.5,82132570.8,123,15,17.03.2025 10:28:00,343,2,А,0,0
863051062756423,152879056,82288902,186,22,17.03.2025 10:28:32,81,28р,А,1,0
5846,153006265,82172366,166,0,17.03.2025 10:28:06,10,4а,Тр,0,0
863051063140841,153016558,82087559.6,50,32,17.03.2025 10:28:01,210,40,А,1,0
863051062856116,153004523.5,82098903.6,274,0,17.03.2025 10:27:58,36,18,А,1,0
866854056324109,152989943.5,82167119.6,415,11,17.03.2025 10:28:13,81,28р,А,1,0
863051062952956,152777989,82298742,206,8,17.03.2025 10:28:33,240,37,А,1,0
3446,152916487,82132553.2,392,9,17.03.2025 10:28:22,12,7,Т,0,0
6952,153076051,82169833.2,277,24,17.03.2025 10:27:05,2,4,Т,1,0
862531044641067,152999816.5,82156182,157,18,17.03.2025 10:28:30,64,11,А,1,0
863051061641048,152980328.5,82187303.6,278,6,17.03.2025 10:28:28,224,33,А,1,0
863051062931554,152898599.5,82310122.8,250,7,17.03.2025 10:28:02,82,28р,А,1,0
863051062817878,152991949,82097207.6,71,31,17.03.2025 10:27:45,221,55,А,1,0
861292058748576,153026372.5,82166268.4,240,6,17.03.2025 10:28:13,123,90,А,0,0
868204004622949,152944456,82242778.8,91,28,17.03.2025 10:28:32,300,25,А,1,0
868204003091252,152940931,82123543.6,25,5,17.03.2025 10:28:06,203,74,А,0,0
868204006079239,153010522,82075247.6,281,0,17.03.2025 10:26:59,343,2,А,0,0
860803064292812,153057893.5,82133634.8,299,57,17.03.2025 10:28:21,344,2,А,0,0
863051062824783,152916131.5,82229788.4,177,0,17.03.2025 10:28:24,225,33,А,1,0
866795038334312,153010639,82178058.8,118,0,17.03.2025 10:23:17,350,35,А,1,0
863051064875411,152876741.5,82143874.8,143,19,17.03.2025 10:28:11,63,8,А,1,0
863051063298433,152998253.5,82172079.6,320,6,17.03.2025 10:28:17,226,39,А,1,0
866854051051319,152936401,82186039.6,259,18,17.03.2025 10:27:49,63,8,А,1,0
752,153090527.5,82192092.4,90,29,17.03.2025 10:28:24,8,4,Тр,0,0
2583,153195299.5,82110873.2,95,10,17.03.2025 10:27:51,415,777,Т,1,0
6971,153096215.5,82119449.2,114,0,17.03.2025 10:28:01,20,1,Т,1,0
863051063309396,152917223.5,82225042.8,350,12,17.03.2025 10:27:58,220,55,А,1,0
868184060802439,152997470.5,82172471.6,291,8,17.03.2025 10:28:01,302,29,А,1,0
866854056290490,152876348.5,82125167.6,47,0,17.03.2025 10:28:12,37,18,А,1,0
2719,152950910.5,82175308.4,348,15,17.03.2025 10:28:26,2,1,Тр,0,0
868184060806729,152919874,82178561.2,78,45,17.03.2025 10:28:00,37,18,А,1,0
866795037699301,152912893,82166823.6,170,14,17.03.2025 10:27:54,36,18,А,1,0
866854052990614,152998159,82186670,41,0,17.03.2025 10:28:26,62,8,А,1,0
281003095,152958989.5,82182193.2,279,22,17.03.2025 10:28:27,214,6,А,0,0
412,152994901,82189162.8,232,0,17.03.2025 10:27:23,5,3,Т,0,0
868184060876250,152982035.5,82181807.6,164,34,17.03.2025 10:27:55,212,67,А,1,0
1870,153062341,82131766,127,0,17.03.2025 10:27:18,9,8,Т,1,0
866854056320800,152861420.5,82261522.8,327,5,17.03.2025 10:28:31,240,37,А,1,0
866795035236932,152975285.5,82184244.4,186,5,17.03.2025 10:28:02,123,90,А,0,0
866854050522336,153026590,82088100.4,44,2,17.03.2025 10:27:35,36,18,А,1,0
862531047757985,153023585.5,82217498.8,44,4,17.03.2025 10:28:08,213,67,А,1,0
866854056402111,152958169,82124623.6,357,56,17.03.2025 10:28:27,220,55,А,1,0
863051064753295,152948129.5,82152700.4,64,15,17.03.2025 10:27:57,212,67,А,1,0
6972,153072743.5,82125772.4,215,20,17.03.2025 10:27:40,9,8,Т,1,0
168,153026555.5,82187655.6,212,24,17.03.2025 10:28:23,8,4,Тр,0,0
866854050991069,152941988.5,82170687.6,330,11,17.03.2025 10:27:58,36,18,А,1,0
427,152992910.5,82097543.6,248,26,17.03.2025 10:28:02,19,1,Т,0,0
749,152999513.5,82167990,230,6,17.03.2025 10:27:56,1,1,Тр,0,0
866854056308755,152921180.5,82215426.8,338,47,17.03.2025 10:28:19,236,54,А,1,0
860803061753832,153051973,82107894,217,60,17.03.2025 10:27:54,343,2,А,0,0
417,152933171.5,82137881.2,135,22,17.03.2025 10:27:50,12,7,Т,0,0
6973,152990575,82165273.2,335,21,17.03.2025 10:27:59,10,8,Т,1,0
863051063309339,152942113,82170519.6,342,13,17.03.2025 10:28:26,49,57,А,1,0
866854055283231,152914942,82158670,10,53,17.03.2025 10:28:05,62,8,А,1,0
866795039905144,152804356,82267327.6,216,29,17.03.2025 10:28:32,353,36,А,1,0
868184060824904,152869634.5,82204543.6,273,0,17.03.2025 10:27:28,408,51,А,0,0
863051062856280,152721196,82302694,245,25,17.03.2025 10:28:01,225,33,А,1,0
868184060918441,153022115.5,82174313.2,37,11,17.03.2025 10:28:22,419,44,А,0,0
866854050924573,152933354.5,82201418.8,166,9,17.03.2025 10:27:18,81,28р,А,1,0
863051062942205,153073442.5,82259409.2,244,50,17.03.2025 10:28:01,207,32,А,1,0
868204004611942,152999608,82194721.2,209,12,17.03.2025 10:28:39,63,8,А,1,0
869132073940075,153061849,82131862,166,6,17.03.2025 10:28:42,209,34,А,1,0
2535,152983228,82173374,75,0,17.03.2025 10:27:55,2,1,Тр,0,0
863051063176134,152989271.5,82166849.2,58,13,17.03.2025 10:28:11,215,6,А,1,0
415,153002500,82160055.6,102,6,17.03.2025 10:28:21,1,4,Т,0,0
6969,152993711.5,82163564.4,311,16,17.03.2025 10:28:01,2,4,Т,1,0
711,152969507.5,82111922.8,157,0,17.03.2025 10:28:14,17,6,Т,1,0
866854055283116,152983624,82174518,160,2,17.03.2025 10:28:21,241,37,А,1,0
832,153062822.5,82143374,306,7,17.03.2025 10:26:06,12,6,Тр,0,0
866854056410494,152968988.5,82180814,405,31,17.03.2025 10:28:36,81,28р,А,1,0
6955,152926249,82142575.6,314,8,17.03.2025 10:28:24,3,7к,Т,1,0
713,153064756,82131070,102,2,17.03.2025 10:26:55,15,10,Т,0,0
681,153025742.5,82089676.4,285,21,17.03.2025 10:28:17,11,7,Т,0,0
1798,153028684,82174545.2,306,0,17.03.2025 10:28:33,1,1,Тр,0,0
6904,153034510,82145095.6,71,0,17.03.2025 10:25:54,1,1,Тр,0,0
2600,152987108.5,82168929.2,162,16,17.03.2025 10:27:51,415,777,Т,1,0
6905,153006608.5,82173086,274,0,17.03.2025 10:26:59,9,4,Тр,0,0
866795038357313,152917631.5,82222026.8,354,48,17.03.2025 10:28:15,240,37,А,0,0
862531047681904,152822908,82298018.8,150,23,17.03.2025 10:28:11,227,39,А,0,0
2305,153046022.5,82156252.4,341,0,17.03.2025 10:28:10,1,1,Тр,0,0
863051062822613,152936899,82187310,203,8,17.03.2025 10:28:27,237,54,А,1,0
863051063130164,152974622.5,82184097.2,235,3,17.03.2025 10:27:59,224,33,А,1,0
866854056531653,152935792,82194918,167,2,17.03.2025 10:28:08,241,37,А,1,0
866795037682687,153020828.5,82202530.8,261,38,17.03.2025 10:28:20,309,9а,А,1,0
2614,153010591,82161111.6,255,40,17.03.2025 10:27:43,395,5,Т,1,0
388,153065248,82130636.4,129,2,17.03.2025 10:27:59,11,7,Т,0,0
866795039990831,152935628.5,82195983.6,347,43,17.03.2025 10:28:05,404,162,А,0,0
863051062711097,152959753,82252487.6,120,23,17.03.2025 10:28:40,215,6,А,1,0
863051062812077,152947145.5,82160361.2,341,31,17.03.2025 10:28:33,236,54,А,1,0
863051062756712,152809850.5,82288284.4,115,27,17.03.2025 10:28:24,217,42,А,1,0
863051064818254,152974628.5,82183962.8,244,0,17.03.2025 10:28:45,213,67,А,1,0
866795039906241,152975671,82184399.6,255,3,17.03.2025 10:28:39,27,14,А,1,0
819,153052843,82158242.8,248,12,17.03.2025 10:28:07,3,2,Тр,0,0
866795039969215,153020891.5,82158590,340,3,17.03.2025 10:28:52,208,34,А,1,0
866795037521588,152996555.5,82188530.8,284,0,17.03.2025 10:28:10,62,8,А,1,0
751,153045382,82157039.6,162,0,17.03.2025 10:27:40,5,3,Тр,0,0
1809,153045118,82189340.4,123,12,17.03.2025 10:28:38,9,4,Тр,0,0
1668,153025480,82150009.2,338,15,17.03.2025 10:28:12,6,3,Т,0,0
5326,152868410.5,82143399.6,219,5,17.03.2025 10:28:29,15,10,Т,1,0
862531042130907,153169561,82220516.4,325,11,17.03.2025 10:28:04,419,44,А,0,0
863051062943633,152827760.5,82282058.8,295,0,17.03.2025 10:28:27,240,37,А,1,0
866795037592399,152875103.5,82276775.6,135,20,17.03.2025 10:28:16,77,26,А,1,0
5867,153047578,82152340.4,162,17,17.03.2025 10:28:40,12,6,Тр,0,0
828,152979268,82174562.8,328,22,17.03.2025 10:28:04,1,1,Тр,0,0
863051063274152,152997521.5,82191305.2,200,0,17.03.2025 10:28:09,213,67,А,1,0
861694033745900,153020903.5,82158702,341,13,17.03.2025 10:28:35,344,2,А,0,0
868204004621818,153007556.5,82178442.8,40,21,17.03.2025 10:28:19,212,67,А,1,0
821,153058565.5,82191201.2,265,0,17.03.2025 10:28:27,8,4,Тр,0,0
312,152997991,82191830,294,0,17.03.2025 10:27:05,6,3,Т,1,0
409,153025858,82149532.4,326,11,17.03.2025 10:27:49,12,7,Т,0,0
294,153013807,82179415.6,215,23,17.03.2025 10:28:44,8,4,Тр,0,0
825,153008314,82173538.8,306,1,17.03.2025 10:27:52,5,3,Тр,0,0
5315,152957960.5,82125015.6,151,2,17.03.2025 10:28:30,20,1,Т,1,0
866854053037589,152998438,82192287.6,336,6,17.03.2025 10:28:36,354,52,А,0,0
6906,152941057,82161538.8,74,7,17.03.2025 10:28:28,2,1,Тр,0,0
863051063100076,152916383.5,82231470,347,4,17.03.2025 10:28:40,240,37,А,1,0
5328,153001768,82068154.8,449,25,17.03.2025 10:28:11,13,10к,Т,1,0
863051062953301,152892533.5,82280252.4,313,0,17.03.2025 10:28:15,82,28р,А,1,0
868204006885445,153020098,82082338.8,176,33,17.03.2025 10:28:45,343,2,А,0,0
868184066406607,152952526,82120671.6,111,47,17.03.2025 10:28:38,212,67,А,1,0
868184067963028,152933968,82185726,258,11,17.03.2025 10:28:26,217,42,А,1,0
866192039549751,153020558.5,82158626.8,162,5,17.03.2025 10:27:48,343,2,А,0,0
868184066492813,153013160.5,82225022,374,31,17.03.2025 10:28:34,62,8,А,1,0
877,153040105,82146377.2,65,15,17.03.2025 10:28:09,7,5,Тр,0,0
863051062756514,152885255.5,82303513.2,198,19,17.03.2025 10:28:09,81,28р,А,1,0
862531042815812,153010648,82074350,186,20,17.03.2025 10:28:10,220,55,А,1,0
868184060830430,153066373,82169966,269,0,17.03.2025 10:27:55,218,43,А,1,0
863051063288715,152873404,82252130.8,142,44,17.03.2025 10:28:31,241,37,А,1,0
869286035172720,152993939.5,82163167.6,128,30,17.03.2025 10:28:30,343,2,А,0,0
866854056351029,152852315.5,82268319.6,316,14,17.03.2025 10:28:55,68,13,А,1,0
866795036976205,152760263.5,82339310,124,30,17.03.2025 10:28:27,304,62,А,1,0
866795038359764,153010820.5,82067794.8,127,25,17.03.2025 10:28:25,344,2,А,0,0
863051063282734,152955994,82119834.8,291,31,17.03.2025 10:28:36,213,67,А,1,0
3207,153016027,82181582,36,14,17.03.2025 10:28:32,9,4,Тр,0,0
6903,153030767.5,82173654,126,24,17.03.2025 10:28:25,4,2,Тр,0,0
863051063099997,152980601.5,82185166,293,5,17.03.2025 10:28:25,82,28р,А,1,0
866854051104456,152957251,82127834.8,179,8,17.03.2025 10:28:41,37,18,А,1,0
868184060877712,152893885,82274807.6,133,36,17.03.2025 10:28:24,223,31,А,1,0
863051060846374,152913443.5,82128122.8,72,4,17.03.2025 10:28:18,212,67,А,1,0
866854056290581,153054410.5,82257298.8,107,11,17.03.2025 10:28:44,62,8,А,1,0
863051062861397,152997695.5,82180706.8,216,15,17.03.2025 10:28:33,63,8,А,1,0
866795039944226,152981020,82185166,353,0,17.03.2025 10:28:16,27,14,А,1,0
866795035207008,153054920.5,82110206,398,67,17.03.2025 10:28:31,344,2,А,0,0
868184060812123,152912960.5,82251286,192,20,17.03.2025 10:28:31,81,28р,А,1,0
863051063122443,152977163.5,82184409.2,239,0,17.03.2025 10:28:08,82,28р,А,1,0
781,152943689.5,82154018.8,158,24,17.03.2025 10:28:11,1,1,Тр,0,0
863051062944904,152946058,82130465.2,297,43,17.03.2025 10:28:08,237,54,А,1,0
861694037403860,153060143.5,82132570.8,123,15,17.03.2025 10:28:00,343,2,А,0,0
863051062756423,152879053,82288900.4,186,22,17.03.2025 10:28:32,81,28р,А,1,0
5846,153006265,82172366,166,0,17.03.2025 10:28:06,10,4а,Тр,0,0
863051063140841,153016553.5,82087558,50,32,17.03.2025 10:28:01,210,40,А,1,0
863051062856116,153004523.5,82098903.6,274,0,17.03.2025 10:27:58,36,18,А,1,0
866854056324109,152989943.5,82167119.6,49,11,17.03.2025 10:28:13,81,28р,А,1,0
863051062952956,152777989,82298742,292,8,17.03.2025 10:28:33,240,37,А,1,0
3446,152916487,82132553.2,34,9,17.03.2025 10:28:22,12,7,Т,0,0
6952,153076051,82169833.2,277,24,17.03.2025 10:27:05,2,4,Т,1,0
862531044641067,152999810.5,82156180.4,135,18,17.03.2025 10:28:30,64,11,А,1,0
863051061641048,152980333,82187302,278,6,17.03.2025 10:28:28,224,33,А,1,0
863051062931554,152898599.5,82310122.8,250,7,17.03.2025 10:28:02,82,28р,А,1,0
863051062817878,152994101.5,82097679.6,436,0,17.03.2025 10:28:32,221,55,А,1,0
861292058748576,153026372.5,82166268.4,240,6,17.03.2025 10:28:13,123,90,А,0,0
868204004622949,152947408,82242791.6,90,37,17.03.2025 10:28:46,300,25,А,1,0
868204003091252,152940931,82123543.6,25,5,17.03.2025 10:28:06,203,74,А,0,0
868204006079239,153010522,82075247.6,281,0,17.03.2025 10:26:59,343,2,А,0,0
860803064292812,153057893.5,82133634.8,299,57,17.03.2025 10:28:21,344,2,А,0,0
863051062824783,152916133,82229786.8,177,0,17.03.2025 10:28:31,225,33,А,1,0
866795038334312,153010639,82178058.8,118,0,17.03.2025 10:23:17,350,35,А,1,0
863051064875411,152880308.5,82140407.6,151,47,17.03.2025 10:28:45,63,8,А,1,0
863051063298433,152998255,82172079.6,320,6,17.03.2025 10:28:17,226,39,А,1,0
866854051051319,152936401,82186039.6,257,18,17.03.2025 10:27:49,63,8,А,1,0
752,153092210.5,82192142,90,16,17.03.2025 10:28:34,8,4,Тр,0,0
2583,153195550,82106282.8,127,27,17.03.2025 10:28:36,415,777,Т,1,0
6971,153096215.5,82119449.2,114,0,17.03.2025 10:28:09,20,1,Т,1,0
863051063309396,152917219,82225039.6,350,12,17.03.2025 10:27:58,220,55,А,1,0
868184060802439,152997476.5,82172470,291,8,17.03.2025 10:28:01,302,29,А,1,0
866854056290490,152876351.5,82125167.6,47,0,17.03.2025 10:28:12,37,18,А,1,0
2719,152950658.5,82176071.6,351,9,17.03.2025 10:28:41,2,1,Тр,0,0
868184060806729,152919874,82178561.2,78,45,17.03.2025 10:28:00,37,18,А,1,0
866795037699301,152913341.5,82165119.6,170,9,17.03.2025 10:28:55,36,18,А,1,0
866854052990614,152998163.5,82186666.8,41,0,17.03.2025 10:28:26,62,8,А,1,0
281003095,152957089,82182426.8,281,22,17.03.2025 10:28:42,214,6,А,0,0
412,152994547,82188937.2,187,0,17.03.2025 10:28:34,5,3,Т,0,0
868184060876250,152982038.5,82181807.6,164,34,17.03.2025 10:27:55,212,67,А,1,0
1870,153062341,82131766,127,0,17.03.2025 10:27:18,9,8,Т,1,0
866854056320800,152861420.5,82261522.8,327,5,17.03.2025 10:28:31,240,37,А,1,0
866795035236932,152975285.5,82184244.4,186,5,17.03.2025 10:28:02,123,90,А,0,0
866854050522336,153026590,82088100.4,44,2,17.03.2025 10:27:35,36,18,А,1,0
862531047757985,153023581,82217495.6,44,4,17.03.2025 10:28:08,213,67,А,1,0
866854056402111,152958169,82124623.6,339,56,17.03.2025 10:28:27,220,55,А,1,0
863051064753295,152950361.5,82153374,342,18,17.03.2025 10:28:53,212,67,А,1,0
6972,153066014.5,82119882.8,218,46,17.03.2025 10:28:21,9,8,Т,1,0
168,153025618,82186892.4,219,27,17.03.2025 10:28:33,8,4,Тр,0,0
866854050991069,152941988.5,82170687.6,330,11,17.03.2025 10:27:58,36,18,А,1,0
427,152991800.5,82097255.6,255,0,17.03.2025 10:28:39,19,1,Т,0,0
749,152999513.5,82167990,230,6,17.03.2025 10:27:56,1,1,Тр,0,0
866854056308755,152921179,82215426.8,338,47,17.03.2025 10:28:19,236,54,А,1,0
860803061753832,153045245.5,82102138.8,218,51,17.03.2025 10:28:25,343,2,А,0,0
417,152934785.5,82136874.8,134,0,17.03.2025 10:28:11,12,7,Т,0,0
6973,152990575,82165273.2,335,21,17.03.2025 10:27:59,10,8,Т,1,0
863051063309339,152942113,82170519.6,339,13,17.03.2025 10:28:26,49,57,А,1,0
866854055283231,152914798,82160498.8,350,56,17.03.2025 10:28:12,62,8,А,1,0
866795039905144,152804357.5,82267330.8,216,29,17.03.2025 10:28:32,353,36,А,1,0
868184060824904,152869634.5,82204543.6,273,0,17.03.2025 10:27:28,408,51,А,0,0
863051062856280,152706013,82304490.8,308,22,17.03.2025 10:28:47,225,33,А,1,0
868184060918441,153022115.5,82174313.2,37,11,17.03.2025 10:28:22,419,44,А,0,0
866854050924573,152933354.5,82201418.8,166,9,17.03.2025 10:27:18,81,28р,А,1,0
863051062942205,153073442.5,82259409.2,244,50,17.03.2025 10:28:01,207,32,А,1,0
868204004611942,152998888,82193863.6,198,27,17.03.2025 10:28:50,63,8,А,1,0
